Enterobacteria phage T2 (taxid=10664, kingdom=10239)
Escherichia phage vB_EcoM_VR7 (taxid=700939, kingdom=10239)
Mycobacterium phage SkiPole (taxid=701456, kingdom=10239)
Staphylococcus phage SAP090B (taxid=702822, kingdom=10239)
Bacillus phage 11143 (taxid=703038, kingdom=10239)
uncultured marine phage (taxid=707152, kingdom=10239)
Klebsiella phage KP15 (taxid=707757, kingdom=10239)
Enterobacter phage CC31 (taxid=709484, kingdom=10239)
Mycobacterium phage RedRock (taxid=711470, kingdom=10239)
Salmonella phage ST160 (taxid=714583, kingdom=10239)
Firehammervirus CP220 (taxid=722417, kingdom=10239)
Firehammervirus CPt10 (taxid=722418, kingdom=10239)
uncultured phage MedDCM-OCT-S01-C1 (taxid=743531, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C1161 (taxid=743536, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C1201 (taxid=743537, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C136 (taxid=743540, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C26 (taxid=743544, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C64 (taxid=743548, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C695 (taxid=743550, kingdom=10239)
uncultured phage MedDCM-OCT-S04-C890 (taxid=743553, kingdom=10239)
uncultured phage MedDCM-OCT-S05-C64 (taxid=743563, kingdom=10239)
uncultured phage MedDCM-OCT-S05-C767 (taxid=743564, kingdom=10239)
uncultured phage MedDCM-OCT-S06-C1041 (taxid=743566, kingdom=10239)
uncultured phage MedDCM-OCT-S08-C1731 (taxid=743573, kingdom=10239)
uncultured phage MedDCM-OCT-S08-C620 (taxid=743581, kingdom=10239)
uncultured phage MedDCM-OCT-S12-C496 (taxid=743598, kingdom=10239)
Pseudomonas phage PAK_P1 (taxid=743813, kingdom=10239)
Bifidobacterium phage Bbif-1 (taxid=743964, kingdom=10239)
Streptomyces phage phiSASD1 (taxid=747763, kingdom=10239)
Deep-sea thermophilic phage D6E (taxid=749413, kingdom=10239)
Pseudomonas phage JG024 (taxid=749447, kingdom=10239)
Synechococcus phage S-CBS3 (taxid=753085, kingdom=10239)
Synechococcus phage S-CAM1 (taxid=754037, kingdom=10239)
Synechococcus phage S-CAM8 (taxid=754038, kingdom=10239)
Synechococcus phage S-IOM18 (taxid=754039, kingdom=10239)
Synechococcus phage S-RIP1 (taxid=754041, kingdom=10239)
Synechococcus phage S-SKS1 (taxid=754042, kingdom=10239)
Sulfitobacter phage pCB2047-C (taxid=754043, kingdom=10239)
Loktanella phage pCB2051-A (taxid=754044, kingdom=10239)
Sulfitobacter phage pCB2047-A (taxid=754045, kingdom=10239)
Rhodobacter phage RcNL1 (taxid=754047, kingdom=10239)
Psychrobacter phage pOW20-A (taxid=754048, kingdom=10239)
Vibrio phage pYD21-A (taxid=754049, kingdom=10239)
Aeromonas phage pIS4-A (taxid=754050, kingdom=10239)
Vibrio phage pYD38-A (taxid=754051, kingdom=10239)
Paenibacillus phage PG1 (taxid=754053, kingdom=10239)
Vibrio phage VD1 (taxid=754057, kingdom=10239)
Vibrio phage PWH3a-P1 (taxid=754058, kingdom=10239)
Silicibacter phage DSS3-P1 (taxid=754060, kingdom=10239)
Halorubrum virus CGphi46 (taxid=754066, kingdom=10239)
Dunaliella viridis virus SI2 (taxid=754069, kingdom=10239)
Tetraselmis viridis virus S20 (taxid=754070, kingdom=10239)
Tetraselmis viridis virus SI1 (taxid=754071, kingdom=10239)
Vibrio phage VBM1 (taxid=754074, kingdom=10239)
Vibrio phage 11895-B1 (taxid=754075, kingdom=10239)
Lactobacillus phage LBR48 (taxid=755164, kingdom=10239)
Synechococcus phage S-CBS4 (taxid=756275, kingdom=10239)
Synechococcus phage S-RIM8 (taxid=756278, kingdom=10239)
Cellulophaga phage phi3:1 (taxid=756279, kingdom=10239)
Cellulophaga phage phiSM (taxid=756280, kingdom=10239)
Cellulophaga phage phi47:1 (taxid=756281, kingdom=10239)
Pseudomonas phage JG004 (taxid=757342, kingdom=10239)
Acinetobacter phage Acj61 (taxid=760732, kingdom=10239)
Acinetobacter phage Acj9 (taxid=760939, kingdom=10239)
Acinetobacter phage Ac42 (taxid=762660, kingdom=10239)
Pseudomonas phage KPP12 (taxid=763998, kingdom=10239)
Brochothrix phage BL3 (taxid=764562, kingdom=10239)
Enterococcus phage EFRM31 (taxid=767806, kingdom=10239)
Anayavirus angelica (taxid=861044, kingdom=10239)
Mycobacterium phage Eagle (taxid=861046, kingdom=10239)
Mycobacterium virus Bron (taxid=861047, kingdom=10239)
Mycobacterium phage Island3 (taxid=861048, kingdom=10239)
Streptococcus phage phi-SsUD.1 (taxid=861448, kingdom=10239)
Clostridium phage phiCD6356 (taxid=864178, kingdom=10239)
Synechococcus phage S-RIM2 R21_2007 (taxid=869661, kingdom=10239)
Synechococcus phage S-RIM2 R1_1999 (taxid=869662, kingdom=10239)
Synechococcus phage S-RIM2 R9_2006 (taxid=869663, kingdom=10239)
Synechococcus phage S-RIM8 A.HR1 (taxid=869724, kingdom=10239)
Synechococcus phage S-RIM8 A.HR3 (taxid=869725, kingdom=10239)
Synechococcus phage S-RIM8 A.HR5 (taxid=869726, kingdom=10239)
Streptococcus phage 23782 (taxid=870472, kingdom=10239)
Streptococcus phage 11865 (taxid=870473, kingdom=10239)
Clostridium phage phiCTP1 (taxid=871584, kingdom=10239)
Dubowvirus SAP26 (taxid=872294, kingdom=10239)
Staphylococcus phage phi5967PVL (taxid=874267, kingdom=10239)
Staphylococcus phage phi7247PVL (taxid=874268, kingdom=10239)
Enterobacteria phage Phi75 (taxid=876448, kingdom=10239)
Enterobacteria phage UAB_Phi20 (taxid=876449, kingdom=10239)
Pseudoalteromonas phage H105/1 (taxid=877240, kingdom=10239)
Aeromonas phage phiAS4 (taxid=879628, kingdom=10239)
Aeromonas phage phiAS5 (taxid=879630, kingdom=10239)
Salmonella phage PVPSE1 (taxid=889338, kingdom=10239)
Acinetobacter phage AB1 (taxid=889876, kingdom=10239)
Methylophilales phage HIM624-A (taxid=889949, kingdom=10239)
Synechococcus phage KBS-M-1A (taxid=889950, kingdom=10239)
Cyanophage KBS-S-2A (taxid=889953, kingdom=10239)
Cyanophage MED4-117 (taxid=889954, kingdom=10239)
Prochlorococcus phage MED4-184 (taxid=889955, kingdom=10239)
Prochlorococcus phage MED4-213 (taxid=889956, kingdom=10239)
Cyanophage P-SS1 (taxid=889957, kingdom=10239)
Escherichia phage HK75 (taxid=906668, kingdom=10239)
Escherichia phage HK639 (taxid=906669, kingdom=10239)
Flavobacterium phage FCL-2 (taxid=908819, kingdom=10239)
Flavobacterium phage FL-1 (taxid=908820, kingdom=10239)
Synechococcus phage S-CBS1 (taxid=909297, kingdom=10239)
Enterobacteria phage nvv1 (taxid=909304, kingdom=10239)
Burkholderia phage KS5 (taxid=910473, kingdom=10239)
Burkholderia phage KL3 (taxid=910474, kingdom=10239)
Burkholderia phage KS14 (taxid=910475, kingdom=10239)
Aggregatibacter phage Aabphi01 (taxid=911573, kingdom=10239)
Leuconostoc phage phiMH1 (taxid=912321, kingdom=10239)
Ralstonia phage RSB2 (taxid=913183, kingdom=10239)
Erwinia phage phiEt88 (taxid=925984, kingdom=10239)
Erwinia phage phiEa104 (taxid=925986, kingdom=10239)
Aeromonas phage PX29 (taxid=926067, kingdom=10239)
Escherichia phage PhaxI (taxid=926589, kingdom=10239)
Microwolfvirus wonder (taxid=927988, kingdom=10239)
Salmonella phage RE2010 (taxid=929814, kingdom=10239)
Cyanophage P-RSM6 (taxid=929832, kingdom=10239)
Rhizobium phage RR1-A (taxid=929833, kingdom=10239)
Rhizobium phage RR1-B (taxid=929834, kingdom=10239)
Vibrio phage pYD38-B (taxid=929835, kingdom=10239)
Fletchervirus NCTC12673 (taxid=934027, kingdom=10239)
Riemerella phage RAP44 (taxid=936152, kingdom=10239)
Mycobacterium phage Wee (taxid=938131, kingdom=10239)
Liberibacter phage SC1 (taxid=941969, kingdom=10239)
Liberibacter phage SC2 (taxid=941970, kingdom=10239)
Edwardsiella phage eiAU (taxid=945083, kingdom=10239)
Edwardsiella phage eiDWF (taxid=945084, kingdom=10239)
Edwardsiella phage eiMSLS (taxid=945085, kingdom=10239)
Staphylococcus phage TEM126 (taxid=947066, kingdom=10239)
Cronobacter phage ESSI-2 (taxid=947842, kingdom=10239)
Erwinia phage ENT90 (taxid=947843, kingdom=10239)
Lactobacillus phage LF1 (taxid=947980, kingdom=10239)
Lactobacillus phage Sha1 (taxid=947981, kingdom=10239)
Escherichia phage phi92 (taxid=948870, kingdom=10239)
Wolbachia endosymbiont wVitA of Nasonia vitripennis phage WOVitA1 (taxid=949124, kingdom=10239)
Wolbachia endosymbiont wVitB of Nasonia vitripennis phage WOVitB (taxid=949127, kingdom=10239)
Tequintavirus SPC35 (taxid=977927, kingdom=10239)
Vibrio phage ICP1 (taxid=979525, kingdom=10239)
Vibrio phage ICP1_2001_A (taxid=979526, kingdom=10239)
Vibrio phage ICP1_2004_A (taxid=979527, kingdom=10239)
Vibrio phage ICP1_2005_A (taxid=979528, kingdom=10239)
Vibrio phage ICP1_2006_A (taxid=979529, kingdom=10239)
Vibrio phage ICP1_2006_B (taxid=979530, kingdom=10239)
Vibrio phage ICP1_2006_C (taxid=979531, kingdom=10239)
Vibrio phage ICP1_2006_D (taxid=979532, kingdom=10239)
Lactobacillus phage EV3 (taxid=980881, kingdom=10239)
Gordonia phage GTE2 (taxid=981323, kingdom=10239)
Pseudomonas phage P3_CHA (taxid=981430, kingdom=10239)
Pseudomonas phage PAK_P3 (taxid=981431, kingdom=10239)
Cronobacter phage ENT39118 (taxid=984175, kingdom=10239)
Cronobacter phage ENT47670 (taxid=984186, kingdom=10239)
Fletchervirus CP81 (taxid=990550, kingdom=10239)
Planktothrix phage PaV-LD (taxid=994601, kingdom=10239)
Tunavirus Shfl1 (taxid=1002724, kingdom=10239)
Shigella phage Shfl2 (taxid=1002725, kingdom=10239)
Vibrio phage qdvp001 (taxid=1003177, kingdom=10239)
Chivirus iEPS5 (taxid=1005056, kingdom=10239)
Campylobacter virus IBB35 (taxid=1006972, kingdom=10239)
Synechococcus phage S-CRM01 (taxid=1026955, kingdom=10239)
Escherichia phage EcoS-CEV2 (taxid=1027414, kingdom=10239)
Mycobacterium virus BBPiebs31 (taxid=1032891, kingdom=10239)
Veracruzvirus heldan (taxid=1032892, kingdom=10239)
Mycobacterium phage Timshel (taxid=1032895, kingdom=10239)
Flavobacterium phage FCV-1 (taxid=1033977, kingdom=10239)
Kostyavirus bask21 (taxid=1034100, kingdom=10239)
Mycobacterium phage DaVinci (taxid=1034102, kingdom=10239)
Gladiatorvirus hammer (taxid=1034103, kingdom=10239)
Mycobacterium phage Henry (taxid=1034105, kingdom=10239)
Mycobacterium virus Ibhubesi (taxid=1034107, kingdom=10239)
Fromanvirus JC27 (taxid=1034108, kingdom=10239)
Omegavirus littlee (taxid=1034111, kingdom=10239)
Mycobacterium virus Mozy (taxid=1034112, kingdom=10239)
Fromanvirus museum (taxid=1034113, kingdom=10239)
Keshuvirus pixie (taxid=1034114, kingdom=10239)
Mycobacterium phage Rey (taxid=1034115, kingdom=10239)
Mycobacterium phage SirDuracell (taxid=1034116, kingdom=10239)
Mycobacterium phage Switzer (taxid=1034118, kingdom=10239)
Mycobacterium phage Shaka (taxid=1034124, kingdom=10239)
Mycobacterium virus Faith1 (taxid=1034125, kingdom=10239)
Mycobacterium phage Adephagia (taxid=1034127, kingdom=10239)
Fromanvirus backyardigan (taxid=1034129, kingdom=10239)
Fromanvirus george (taxid=1034133, kingdom=10239)
Gladiatorvirus gladiator (taxid=1034135, kingdom=10239)
Microwolfvirus JHC117 (taxid=1034136, kingdom=10239)
Mycobacterium phage Marvin (taxid=1034139, kingdom=10239)
Microwolfvirus microwolf (taxid=1034140, kingdom=10239)
Fromanvirus packman (taxid=1034142, kingdom=10239)
Mycobacterium phage Rockstar (taxid=1034144, kingdom=10239)
Mycobacterium virus RockyHorror (taxid=1034145, kingdom=10239)
Mycobacterium phage UPIE (taxid=1034147, kingdom=10239)
Mycobacterium phage Vix (taxid=1034148, kingdom=10239)
Avanivirus yoshi (taxid=1034150, kingdom=10239)
Anayavirus anaya (taxid=1034152, kingdom=10239)
Mycobacterium phage Rakim (taxid=1035483, kingdom=10239)
Mycobacterium phage Toto (taxid=1035485, kingdom=10239)
Fromanvirus mrgordo (taxid=1036613, kingdom=10239)
Mycobacterium phage Shauna1 (taxid=1036615, kingdom=10239)
Mycobacterium phage ShiLan (taxid=1036616, kingdom=10239)
Gladiatorvirus ericB (taxid=1041406, kingdom=10239)
Fromanvirus benedict (taxid=1041807, kingdom=10239)
Mycobacterium phage Airmid (taxid=1041808, kingdom=10239)
Clostridium phage phiCP13O (taxid=1042122, kingdom=10239)
Clostridium phage phiCP34O (taxid=1042123, kingdom=10239)
Clostridium phage phiCP9O (taxid=1042124, kingdom=10239)
Cyanophage S-TIM4 (taxid=1048189, kingdom=10239)
Escherichia phage phiEB49 (taxid=1048207, kingdom=10239)
EBPR podovirus 1 (taxid=1048515, kingdom=10239)
EBPR podovirus 2 (taxid=1048516, kingdom=10239)
EBPR podovirus 3 (taxid=1048517, kingdom=10239)
Acinetobacter phage ZZ1 (taxid=1049283, kingdom=10239)
Fromanvirus doom (taxid=1051138, kingdom=10239)
Anayavirus JAWS (taxid=1051143, kingdom=10239)
Streptococcus phage YMC-2011 (taxid=1051631, kingdom=10239)
Erwinia phage vB_Eam-MM7 (taxid=1051674, kingdom=10239)
Erwinia phage vB_EamM-Y2 (taxid=1051676, kingdom=10239)
Escherichia phage Bp7 (taxid=1052121, kingdom=10239)
Mycobacterium phage Thibault (taxid=1052673, kingdom=10239)
Escherichia phage wV7 (taxid=1054480, kingdom=10239)
Escherichia phage ime09 (taxid=1054834, kingdom=10239)
Salmonella phage 7-11 (taxid=1054968, kingdom=10239)
Mycobacterium phage Charlie (taxid=1056830, kingdom=10239)
Kratiovirus larva (taxid=1056831, kingdom=10239)
Mycobacterium phage MeeZee (taxid=1056832, kingdom=10239)
Mycobacterium phage Wile (taxid=1056833, kingdom=10239)
Mycobacterium phage Elph10 (taxid=1070989, kingdom=10239)
Mycobacterium phage Lilac (taxid=1070990, kingdom=10239)
Psychrobacter phage Psymv2 (taxid=1071177, kingdom=10239)
Benedictvirus cuco (taxid=1071502, kingdom=10239)
Mycobacterium phage Trixie (taxid=1071503, kingdom=10239)
Mycobacterium phage Turbido (taxid=1071504, kingdom=10239)
Mycobacterium virus GUmbie (taxid=1071505, kingdom=10239)
Mycobacterium phage RidgeCB (taxid=1071506, kingdom=10239)
Liberibacter phage FP2 (taxid=1072683, kingdom=10239)
Cronobacter phage ES2 (taxid=1073754, kingdom=10239)
Kyungwonvirus Esp29491 (taxid=1073767, kingdom=10239)
Mycobacterium virus Drago (taxid=1074303, kingdom=10239)
Kostyavirus eureka (taxid=1074306, kingdom=10239)
Mycobacterium phage TiroTheta9 (taxid=1074829, kingdom=10239)
Mycobacterium phage AnnaL29 (taxid=1076630, kingdom=10239)
Vibrio phage phiVC8 (taxid=1076759, kingdom=10239)
Mycobacterium phage Redi (taxid=1079894, kingdom=10239)
Synechococcus phage ACG-2014c (taxid=1079998, kingdom=10239)
Synechococcus phage metaG-MbCM1 (taxid=1079999, kingdom=10239)
Salmonella phage SFP10 (taxid=1080800, kingdom=10239)
Donellivirus gee (taxid=1084719, kingdom=10239)
Mycobacterium phage BarrelRoll (taxid=1084722, kingdom=10239)
Mycobacterium phage Dreamboat (taxid=1086749, kingdom=10239)
Mycobacterium phage Violet (taxid=1086800, kingdom=10239)
Salmonella phage FO1a (taxid=1087480, kingdom=10239)
Salmonella phage S16 (taxid=1087482, kingdom=10239)
Fromanvirus alma (taxid=1089111, kingdom=10239)
Brujitavirus babsiella (taxid=1089115, kingdom=10239)
Fromanvirus billknuckles (taxid=1089116, kingdom=10239)
Mycobacterium phage Blue7 (taxid=1089117, kingdom=10239)
Fromanvirus bruns (taxid=1089118, kingdom=10239)
Mycobacterium virus DeadP (taxid=1089120, kingdom=10239)
Gladiatorvirus jeffabunny (taxid=1089125, kingdom=10239)
Fromanvirus kugel (taxid=1089128, kingdom=10239)
Backyardiganvirus LHTSCC (taxid=1089129, kingdom=10239)
Mycobacterium virus SG4 (taxid=1089132, kingdom=10239)
Enterobacteria phage IME10 (taxid=1090133, kingdom=10239)
Limestonevirus limestone (taxid=1091052, kingdom=10239)
Acinetobacter phage Abp53 (taxid=1092848, kingdom=10239)
Webervirus F20 (taxid=1095076, kingdom=10239)
Gordonia phage GTE7 (taxid=1100814, kingdom=10239)
Rhodobacter phage RcapMu (taxid=1105286, kingdom=10239)
Salmonella phage Sh19 (taxid=1108865, kingdom=10239)
Gordonia phage GRU1 (taxid=1109710, kingdom=10239)
Nocardia phage NBR1 (taxid=1109711, kingdom=10239)
Rhodococcus phage REQ1 (taxid=1109712, kingdom=10239)
Rhodococcus phage RER2 (taxid=1109715, kingdom=10239)
Rerduovirus RGL3 (taxid=1109716, kingdom=10239)
Shigella phage EP23 (taxid=1109721, kingdom=10239)
Fletchervirus CPX (taxid=1110702, kingdom=10239)
Enterobacteria phage RB5 (taxid=1112578, kingdom=10239)
Pseudomonas phage tf (taxid=1114179, kingdom=10239)
Pectobacterium phage phiTE (taxid=1116482, kingdom=10239)
Bacillus phage phIS3501 (taxid=1124578, kingdom=10239)
Salmonella phage SPN9CC (taxid=1127357, kingdom=10239)
Bdellovibrio phage phi1422 (taxid=1127515, kingdom=10239)
Pectobacterium phage ZF40 (taxid=1127516, kingdom=10239)
Vibrio phage vB_VchM-138 (taxid=1127518, kingdom=10239)
Pseudomonas phage phi297 (taxid=1129145, kingdom=10239)
Detrevirus PMG1 (taxid=1129146, kingdom=10239)
Klebsiella phage KP27 (taxid=1129147, kingdom=10239)
Klebsiella phage KP36 (taxid=1129191, kingdom=10239)
Xanthomonas phage vB_XveM_DIBBI (taxid=1129194, kingdom=10239)
Mycobacterium phage Fezzik (taxid=1131256, kingdom=10239)
Rhodobacter phage RcapNL (taxid=1131316, kingdom=10239)
Escherichia phage FV3 (taxid=1131317, kingdom=10239)
Burkholderia phage vB_BceS_KL1 (taxid=1132026, kingdom=10239)
Burkholderia phage vB_BceS_AH2 (taxid=1133022, kingdom=10239)
Erwinia phage phiEa116 (taxid=1133366, kingdom=10239)
Chivirus SPN19 (taxid=1141134, kingdom=10239)
Cronobacter phage vB_CsaM_GAP31 (taxid=1141135, kingdom=10239)
Cronobacter phage vB_CsaM_GAP32 (taxid=1141136, kingdom=10239)
Cronobacter phage vB_CsaP_GAP52 (taxid=1141137, kingdom=10239)
Cronobacter phage vB_CsaM_GAP161 (taxid=1141138, kingdom=10239)
Escherichia phage vB_EcoS_ACG-M12 (taxid=1141140, kingdom=10239)
Escherichia phage vB_EcoM_ACG-C40 (taxid=1141141, kingdom=10239)
Pseudomonas phage vB_Pae-Kakheti25 (taxid=1141526, kingdom=10239)
Staphylococcus phage StB12 (taxid=1147042, kingdom=10239)
Staphylococcus phage StB20 (taxid=1147043, kingdom=10239)
Klebsiella phage vB_KleM_RaK2 (taxid=1147094, kingdom=10239)
Salmonella phage SPN3UB (taxid=1147140, kingdom=10239)
Mycobacterium phage Spartacus (taxid=1147141, kingdom=10239)
Escherichia phage HK578 (taxid=1147142, kingdom=10239)
Enterobacteria phage HK140 (taxid=1147143, kingdom=10239)
Enterobacteria phage HK225 (taxid=1147144, kingdom=10239)
Escherichia phage HK446 (taxid=1147145, kingdom=10239)
Escherichia phage HK630 (taxid=1147146, kingdom=10239)
Escherichia phage HK633 (taxid=1147147, kingdom=10239)
Escherichia phage HK629 (taxid=1147148, kingdom=10239)
Enterobacteria phage mEp235 (taxid=1147150, kingdom=10239)
Enterobacteria phage mEp237 (taxid=1147151, kingdom=10239)
Escherichia phage mEpX1 (taxid=1147153, kingdom=10239)
Escherichia phage mEpX2 (taxid=1147154, kingdom=10239)
Enterobacteria phage vB_EcoS_Rogue1 (taxid=1147155, kingdom=10239)
Escherichia phage mEp234 (taxid=1147157, kingdom=10239)
Enterobacterial phage mEp390 (taxid=1147158, kingdom=10239)
Escherichia phage JLK-2012 (taxid=1147722, kingdom=10239)
Enterobacteria phage mEp021 (taxid=1150757, kingdom=10239)
Vibrio phage pVp-1 (taxid=1150989, kingdom=10239)
Enterobacter phage Enc34 (taxid=1150990, kingdom=10239)
Pseudomonas phage NH-4 (taxid=1158680, kingdom=10239)
Pseudomonas phage MR299-2 (taxid=1158721, kingdom=10239)
Vibrio phage SSP002 (taxid=1161928, kingdom=10239)
Agrobacterium phage 7-7-1 (taxid=1161931, kingdom=10239)
Mycobacterium phage Twister (taxid=1161933, kingdom=10239)
Mycobacterium phage Tiger (taxid=1161934, kingdom=10239)
Cronobacter phage CR9 (taxid=1162290, kingdom=10239)
Cronobacter phage CR3 (taxid=1162295, kingdom=10239)
Staphylococcus phage phi7401PVL (taxid=1165702, kingdom=10239)
Cronobacter phage phiES15 (taxid=1168280, kingdom=10239)
Vibrio phage VvAW1 (taxid=1168281, kingdom=10239)
Salmonella phage vB_SemP_Emek (taxid=1168548, kingdom=10239)
Salmonella phage vB_SosS_Oslo (taxid=1168549, kingdom=10239)
Stenotrophomonas phage Smp131 (taxid=1168563, kingdom=10239)
Mycobacterium phage Flux (taxid=1168593, kingdom=10239)
Avanivirus avani (taxid=1168594, kingdom=10239)
Mycobacterium phage Aeneas (taxid=1168595, kingdom=10239)
Staphylococcus phage SMSAP5 (taxid=1168612, kingdom=10239)
Staphylococcus phage TEM123 (taxid=1168613, kingdom=10239)
environmental Halophage eHP-30 (taxid=1168832, kingdom=10239)
Salmonella phage FSL SP-016 (taxid=1173740, kingdom=10239)
Tlsvirus SP126 (taxid=1173741, kingdom=10239)
Listeria phage LP-030-2 (taxid=1173743, kingdom=10239)
Listeria phage LP-026 (taxid=1173745, kingdom=10239)
Listeria phage LP-032 (taxid=1173746, kingdom=10239)
Listeria phage LP-037 (taxid=1173747, kingdom=10239)
Listeria phage LP-110 (taxid=1173748, kingdom=10239)
Salmonella phage FSL SP-019 (taxid=1173753, kingdom=10239)
Salmonella phage FSL SP-039 (taxid=1173755, kingdom=10239)
Salmonella phage FSL SP-099 (taxid=1173756, kingdom=10239)
Chivirus FSLSP088 (taxid=1173757, kingdom=10239)
Salmonella phage FSL SP-124 (taxid=1173758, kingdom=10239)
Salmonella phage FSL SP-029 (taxid=1173767, kingdom=10239)
