MGYP,ERZ_x,MGYC,Start,End,Strand,Contig,MGYA,Contig Length,Phage,Number of CDSes
MGYP001585395886,ERZ1292643,MGYC000032866871,13328,14236,-1,ERZ1292643.872-Hain-H51-01um-R3-872-length-26256-cov-30.242586,MGYA00564391,26.256,False,34
MGYP001585535597,ERZ1292638,MGYC000045004780,4892,5803,1,ERZ1292638.819-NODE-819-length-27180-cov-47.433290,MGYA00564394,27.18,False,28
MGYP001586147304,ERZ1505398,MGYC000067815509,10737,11834,1,ERZ1505398.326-NODE-326-length-29293-cov-6.923764,MGYA00572445,29.293,False,29
MGYP001586630318,ERZ1505401,MGYC000067370221,28909,29898,-1,ERZ1505401.232-NODE-232-length-35374-cov-214.519664,MGYA00572443,35.374,False,51
MGYP001587873679,ERZ1292643,MGYC000032866930,7547,8524,1,ERZ1292643.931-Hain-H51-01um-R3-931-length-25235-cov-14.716918,MGYA00564391,25.235,False,34
MGYP001588080424,ERZ1292627,MGYC000038163318,19132,20037,1,ERZ1292627.1089-Hain-H51-01um-R2-1089-length-26305-cov-10.575695,MGYA00593681,26.305,False,30
MGYP001588379683,ERZ1292616,MGYC000052473773,13241,14515,-1,ERZ1292616.648-Hain-H52-01um-R1-648-length-35075-cov-6.195346,MGYA00593674,35.075,False,63
MGYP001588379683,ERZ1292617,MGYC000037943124,13344,14618,-1,ERZ1292617.616-Hain-H52-01um-R3-616-length-35172-cov-6.555543,MGYA00593675,35.172,False,62
MGYP001588379683,ERZ1292618,MGYC000046170522,23471,24745,1,ERZ1292618.596-Hain-H52-01um-R2-596-length-35172-cov-12.194891,MGYA00593676,35.172,False,61
MGYP001588379706,ERZ1292617,MGYC000037942962,12923,14101,1,ERZ1292617.454-Hain-H52-01um-R3-454-length-40836-cov-11.534465,MGYA00593675,40.836,False,69
MGYP001588714715,ERZ1463036,MGYC000057559958,31078,32439,-1,ERZ1463036.27-NODE-27-length-36549-cov-21.575410,MGYA00564485,36.549,False,47
MGYP001589155037,ERZ1292627,MGYC000038162876,8214,9389,1,ERZ1292627.647-Hain-H51-01um-R2-647-length-34267-cov-12.815883,MGYA00593681,34.267,False,62
MGYP001589155037,ERZ1292643,MGYC000032866518,9083,10258,-1,ERZ1292643.519-Hain-H51-01um-R3-519-length-36918-cov-21.851775,MGYA00564391,36.918,False,65
MGYP001589311362,ERZ1292616,MGYC000052473958,6401,7600,-1,ERZ1292616.833-Hain-H52-01um-R1-833-length-30108-cov-10.375769,MGYA00593674,30.108,False,47
MGYP001589311362,ERZ1292617,MGYC000037943466,6091,7290,-1,ERZ1292617.958-Hain-H52-01um-R3-958-length-26637-cov-6.765443,MGYA00593675,26.637,False,38
MGYP001589311362,ERZ1292618,MGYC000046170360,6331,7530,-1,ERZ1292618.434-Hain-H52-01um-R2-434-length-40942-cov-13.780615,MGYA00593676,40.942,False,66
MGYP001589436307,ERZ1292627,MGYC000038162978,17618,18580,1,ERZ1292627.749-Hain-H51-01um-R2-749-length-31667-cov-9.469157,MGYA00593681,31.667,False,62
MGYP001589661019,ERZ1292643,MGYC000032866294,39894,41159,1,ERZ1292643.295-Hain-H51-01um-R3-295-length-47014-cov-11.011883,MGYA00564391,47.014,False,80
MGYP001590049248,ERZ1505403,MGYC000066004730,9303,10388,1,ERZ1505403.236-NODE-236-length-28577-cov-9.441379,MGYA00571601,28.577,False,34
MGYP001590152829,ERZ1292616,MGYC000052473229,9968,11296,-1,ERZ1292616.104-Hain-H52-01um-R1-104-length-75118-cov-5.760681,MGYA00593674,75.118,False,109
MGYP001590152829,ERZ1292618,MGYC000046170015,20346,21674,-1,ERZ1292618.89-Hain-H52-01um-R2-89-length-79089-cov-9.146911,MGYA00593676,79.089,False,113
MGYP001590994003,ERZ2772540,MGYC001052562780,8739,9647,-1,ERZ2772540.256-NODE-256-length-28664-cov-28.891957,MGYA00587050,28.664,False,38
MGYP001590994003,ERZ2772551,MGYC001060592938,15073,15981,-1,ERZ2772551.154-NODE-154-length-34998-cov-30.858684,MGYA00587079,34.998,False,49
MGYP001591433458,ERZ1292616,MGYC000052473914,23331,24197,-1,ERZ1292616.789-Hain-H52-01um-R1-789-length-31225-cov-12.551652,MGYA00593674,31.225,False,37
MGYP001591433458,ERZ1292617,MGYC000037943304,7094,7960,1,ERZ1292617.796-Hain-H52-01um-R3-796-length-29962-cov-8.195640,MGYA00593675,29.962,False,35
MGYP001591433458,ERZ1292618,MGYC000046170519,11069,11935,1,ERZ1292618.593-Hain-H52-01um-R2-593-length-35270-cov-23.685361,MGYA00593676,35.27,False,51
MGYP001592857584,ERZ1505397,MGYC000067037454,14524,15519,-1,ERZ1505397.121-NODE-121-length-30546-cov-13.520613,MGYA00572446,30.546,False,42
MGYP001593297288,ERZ1292618,MGYC000046170867,7177,8082,-1,ERZ1292618.941-Hain-H52-01um-R2-941-length-26688-cov-4.337326,MGYA00593676,26.688,False,58
MGYP001593682988,ERZ1292643,MGYC000032866609,3705,5645,1,ERZ1292643.610-Hain-H51-01um-R3-610-length-33728-cov-10.178808,MGYA00564391,33.728,False,41
MGYP001594527234,ERZ1292618,MGYC000046170300,8791,9999,-1,ERZ1292618.374-Hain-H52-01um-R2-374-length-43862-cov-9.102837,MGYA00593676,43.862,False,61
MGYP001595317607,ERZ1292618,MGYC000046170316,3,1160,-1,ERZ1292618.390-Hain-H52-01um-R2-390-length-43237-cov-22.641656,MGYA00593676,43.237,False,72
MGYP001595624303,ERZ1292627,MGYC000038162352,45640,46827,-1,ERZ1292627.123-Hain-H51-01um-R2-123-length-75432-cov-26.213301,MGYA00593681,75.432,False,72
MGYP001596099228,ERZ1292643,MGYC000032866404,24631,25539,-1,ERZ1292643.405-Hain-H51-01um-R3-405-length-41825-cov-9.643189,MGYA00564391,41.825,False,64
MGYP001596740318,ERZ1505399,MGYC000068153982,25779,26702,-1,ERZ1505399.58-NODE-58-length-60840-cov-20.815152,MGYA00572444,60.84,False,80
MGYP001599865821,ERZ1292643,MGYC000032866832,17996,19234,-1,ERZ1292643.833-Hain-H51-01um-R3-833-length-27142-cov-8.689962,MGYA00564391,27.142,False,31
MGYP001600986572,ERZ1292616,MGYC000052474148,24235,25479,-1,ERZ1292616.1023-Hain-H52-01um-R1-1023-length-26633-cov-23.755399,MGYA00593674,26.633,False,37
MGYP001601302538,ERZ1505409,MGYC000071906030,12057,12983,1,ERZ1505409.127-NODE-127-length-29370-cov-8.744295,MGYA00572450,29.37,False,42
MGYP001601302538,ERZ1505410,MGYC000072722388,12057,12983,1,ERZ1505410.134-NODE-134-length-42754-cov-10.731212,MGYA00572449,42.754,False,53
MGYP001601302538,ERZ1505411,MGYC000069669727,16388,17314,-1,ERZ1505411.262-NODE-262-length-37049-cov-18.582338,MGYA00572448,37.049,False,54
MGYP001602102572,ERZ1292616,MGYC000052473470,11330,13468,-1,ERZ1292616.345-Hain-H52-01um-R1-345-length-45402-cov-5.297175,MGYA00593674,45.402,False,70
MGYP001603090625,ERZ1505400,MGYC000068815751,15998,16975,1,ERZ1505400.168-NODE-168-length-33204-cov-6.632809,MGYA00571603,33.204,False,44
MGYP001604000369,ERZ1292627,MGYC000038162765,17571,18521,1,ERZ1292627.536-Hain-H51-01um-R2-536-length-37463-cov-73.752326,MGYA00593681,37.463,False,60
MGYP001604467568,ERZ1292627,MGYC000038162300,15270,16292,1,ERZ1292627.71-Hain-H51-01um-R2-71-length-96138-cov-18.320515,MGYA00593681,96.138,False,165
MGYP001604467568,ERZ1292643,MGYC000032866138,62053,63075,-1,ERZ1292643.139-Hain-H51-01um-R3-139-length-68363-cov-29.719008,MGYA00564391,68.363,False,111
MGYP001604467616,ERZ1292627,MGYC000038162561,35569,36609,-1,ERZ1292627.332-Hain-H51-01um-R2-332-length-47151-cov-5.283825,MGYA00593681,47.151,False,78
MGYP001604870764,ERZ1292627,MGYC000038162778,13757,14863,-1,ERZ1292627.549-Hain-H51-01um-R2-549-length-36920-cov-13.441720,MGYA00593681,36.92,False,52
MGYP001605062800,ERZ1292627,MGYC000038163216,8990,10198,1,ERZ1292627.987-Hain-H51-01um-R2-987-length-27597-cov-9.371070,MGYA00593681,27.597,False,24
MGYP001605062800,ERZ1292643,MGYC000032866706,20388,21596,-1,ERZ1292643.707-Hain-H51-01um-R3-707-length-30637-cov-13.911713,MGYA00564391,30.637,False,33
MGYP001605911957,ERZ1292643,MGYC000032866713,22068,23336,-1,ERZ1292643.714-Hain-H51-01um-R3-714-length-30487-cov-14.350815,MGYA00564391,30.487,False,36
MGYP001606160620,ERZ1292618,MGYC000046170647,18425,19327,-1,ERZ1292618.721-Hain-H52-01um-R2-721-length-31533-cov-51.782674,MGYA00593676,31.533,False,42
MGYP001606341417,ERZ1292617,MGYC000037943093,25044,25979,1,ERZ1292617.585-Hain-H52-01um-R3-585-length-36252-cov-5.522806,MGYA00593675,36.252,False,66
MGYP001606964551,ERZ1644701,MGYC000074111189,47405,49126,1,ERZ1644701.16-NODE-16-length-70292-cov-10.032704,MGYA00572564,70.292,False,70
MGYP001606964551,ERZ1644701,MGYC000074111190,21154,22875,-1,ERZ1644701.17-NODE-17-length-70283-cov-10.028294,MGYA00572564,70.283,False,70
MGYP001606964551,ERZ1644702,MGYC000073710352,47504,49225,1,ERZ1644702.18-NODE-18-length-70378-cov-11.882258,MGYA00572568,70.378,False,70
MGYP001606964551,ERZ1644703,MGYC000073447852,21154,22875,-1,ERZ1644703.47-NODE-47-length-54603-cov-8.054411,MGYA00572567,54.603,False,57
MGYP001607081253,ERZ1505399,MGYC000068153952,64269,65375,-1,ERZ1505399.28-NODE-28-length-78813-cov-8.733678,MGYA00572444,78.813,False,109
MGYP001607468387,ERZ1292616,MGYC000052473884,18665,19567,-1,ERZ1292616.759-Hain-H52-01um-R1-759-length-32072-cov-40.914920,MGYA00593674,32.072,False,43
MGYP001607468387,ERZ1292617,MGYC000037943246,18425,19327,-1,ERZ1292617.738-Hain-H52-01um-R3-738-length-31533-cov-30.142925,MGYA00593675,31.533,False,42
MGYP001607473925,ERZ1292627,MGYC000038162420,35862,36836,1,ERZ1292627.191-Hain-H51-01um-R2-191-length-61163-cov-9.029489,MGYA00593681,61.163,False,97
MGYP001607473925,ERZ1292643,MGYC000032866298,7725,8699,1,ERZ1292643.299-Hain-H51-01um-R3-299-length-46731-cov-17.681592,MGYA00564391,46.731,False,71
MGYP001607579991,ERZ1463031,MGYC000057125485,6229,7734,-1,ERZ1463031.85-NODE-85-length-30332-cov-668.580738,MGYA00564488,30.332,False,38
MGYP001608057447,ERZ1292616,MGYC000052473671,29774,30640,-1,ERZ1292616.546-Hain-H52-01um-R1-546-length-38382-cov-14.594933,MGYA00593674,38.382,False,59
MGYP001608057447,ERZ1292617,MGYC000037943066,6542,7408,1,ERZ1292617.558-Hain-H52-01um-R3-558-length-37181-cov-9.952836,MGYA00593675,37.181,False,57
MGYP001608057447,ERZ1292618,MGYC000046170405,6335,7201,1,ERZ1292618.479-Hain-H52-01um-R2-479-length-39448-cov-16.555378,MGYA00593676,39.448,False,64
MGYP001608234611,ERZ1292616,MGYC000052474050,9107,10129,1,ERZ1292616.925-Hain-H52-01um-R1-925-length-28203-cov-10.152160,MGYA00593674,28.203,False,43
MGYP001608744682,ERZ1292616,MGYC000052474049,18686,20062,1,ERZ1292616.924-Hain-H52-01um-R1-924-length-28225-cov-9.134469,MGYA00593674,28.225,False,44
MGYP001608744682,ERZ1292617,MGYC000037943541,15783,17159,1,ERZ1292617.1033-Hain-H52-01um-R3-1033-length-25301-cov-8.449457,MGYA00593675,25.301,False,39
MGYP001608744682,ERZ1292618,MGYC000046170788,18507,19883,1,ERZ1292618.862-Hain-H52-01um-R2-862-length-28075-cov-14.700000,MGYA00593676,28.075,False,43
MGYP001610632940,ERZ1292616,MGYC000052473512,26473,27498,-1,ERZ1292616.387-Hain-H52-01um-R1-387-length-43806-cov-7.254851,MGYA00593674,43.806,False,63
MGYP001611349885,ERZ1292643,MGYC000032866011,8209,9171,-1,ERZ1292643.12-Hain-H51-01um-R3-12-length-166010-cov-8.681540,MGYA00564391,166.01,False,273
MGYP001612507423,ERZ1505402,MGYC000066467861,48764,49774,1,ERZ1505402.64-NODE-64-length-81071-cov-55.670423,MGYA00571602,81.071,False,92
MGYP001613026590,ERZ1292643,MGYC000032866692,6737,7969,-1,ERZ1292643.693-Hain-H51-01um-R3-693-length-30949-cov-9.432641,MGYA00564391,30.949,False,51
MGYP001613822441,ERZ1292627,MGYC000038162811,16515,17894,-1,ERZ1292627.582-Hain-H51-01um-R2-582-length-35883-cov-17.969354,MGYA00593681,35.883,False,52
MGYP001613822441,ERZ1292643,MGYC000032866645,16374,17753,1,ERZ1292643.646-Hain-H51-01um-R3-646-length-32261-cov-42.243122,MGYA00564391,32.261,False,44
MGYP001614584186,ERZ1292643,MGYC000032866501,16376,17629,1,ERZ1292643.502-Hain-H51-01um-R3-502-length-37642-cov-6.811078,MGYA00564391,37.642,False,57
MGYP001617740540,ERZ1292618,MGYC000046170386,23834,24751,1,ERZ1292618.460-Hain-H52-01um-R2-460-length-40252-cov-6.639003,MGYA00593676,40.252,False,60
MGYP001617973547,ERZ1505399,MGYC000068154354,22192,23709,-1,ERZ1505399.430-NODE-430-length-25082-cov-9.160866,MGYA00572444,25.082,False,26
MGYP001618351815,ERZ1505399,MGYC000068154225,11626,13164,1,ERZ1505399.301-NODE-301-length-29887-cov-17.643604,MGYA00572444,29.887,False,39
MGYP001619032387,ERZ1292627,MGYC000038162399,29918,30880,-1,ERZ1292627.170-Hain-H51-01um-R2-170-length-64205-cov-5.070210,MGYA00593681,64.205,False,98
MGYP001622854051,ERZ1643246,MGYC000184799156,222354,223385,-1,ERZ1643246.6-NODE-6-length-384506-cov-11.474937,MGYA00579265,384.506,False,357
MGYP001622860715,ERZ1643246,MGYC000184799276,13204,14229,1,ERZ1643246.64-NODE-64-length-136322-cov-446.930423,MGYA00579265,136.322,False,224
MGYP001622861810,ERZ1643246,MGYC000184799200,122456,123652,1,ERZ1643246.30-NODE-30-length-205179-cov-24.520631,MGYA00579265,205.179,False,203
MGYP001622869472,ERZ1643246,MGYC000184799303,77225,78820,1,ERZ1643246.76-NODE-76-length-124067-cov-8.854006,MGYA00579265,124.067,False,118
MGYP001622882199,ERZ1643246,MGYC000184799560,46685,47719,-1,ERZ1643246.181-NODE-181-length-82047-cov-15.236730,MGYA00579265,82.047,False,83
MGYP001622894278,ERZ1643246,MGYC000184801055,13686,14897,-1,ERZ1643246.769-NODE-769-length-39100-cov-5.461109,MGYA00579265,39.1,False,41
MGYP001622905975,ERZ1643246,MGYC000184800354,42140,43177,-1,ERZ1643246.491-NODE-491-length-50640-cov-9.092201,MGYA00579265,50.64,False,73
MGYP001622908556,ERZ1643246,MGYC000184800457,24257,25330,-1,ERZ1643246.534-NODE-534-length-48598-cov-160.357806,MGYA00579265,48.598,False,76
MGYP001622910479,ERZ1643246,MGYC000184802793,11438,12445,-1,ERZ1643246.1473-NODE-1473-length-25585-cov-11.323815,MGYA00579265,25.585,False,38
MGYP001622912448,ERZ1643246,MGYC000184800640,36837,38327,-1,ERZ1643246.607-NODE-607-length-44956-cov-14.342576,MGYA00579265,44.956,False,56
MGYP001622915220,ERZ1643246,MGYC000184800768,21137,22423,-1,ERZ1643246.656-NODE-656-length-42994-cov-7.837747,MGYA00579265,42.994,False,68
MGYP001622920249,ERZ1643246,MGYC000184801029,12878,14335,-1,ERZ1643246.760-NODE-760-length-39633-cov-131.058088,MGYA00579265,39.633,False,58
MGYP001622922807,ERZ1643246,MGYC000184801161,13806,15002,-1,ERZ1643246.812-NODE-812-length-37769-cov-45.042637,MGYA00579265,37.769,False,64
MGYP001622924844,ERZ1643246,MGYC000184801261,24772,25842,-1,ERZ1643246.853-NODE-853-length-36259-cov-10.560214,MGYA00579265,36.259,False,46
MGYP001622936042,ERZ1643246,MGYC000184801998,24217,25362,-1,ERZ1643246.1145-NODE-1145-length-29957-cov-36.428801,MGYA00579265,29.957,False,44
MGYP001622936080,ERZ1643246,MGYC000184802003,10636,11601,-1,ERZ1643246.1147-NODE-1147-length-29944-cov-6.327646,MGYA00579265,29.944,False,40
MGYP001622937134,ERZ1643246,MGYC000184802069,11108,12142,1,ERZ1643246.1174-NODE-1174-length-29442-cov-6.352877,MGYA00579265,29.442,False,44
MGYP001622940251,ERZ1643246,MGYC000184802277,16729,17952,-1,ERZ1643246.1260-NODE-1260-length-28153-cov-14.437754,MGYA00579265,28.153,False,35
MGYP001622948469,ERZ1643246,MGYC000184802870,19357,20427,1,ERZ1643246.1504-NODE-1504-length-25306-cov-62.401410,MGYA00579265,25.306,False,49
MGYP001626144185,ERZ1669248,MGYC000082144297,7103,8173,1,ERZ1669248.10-NODE-10-length-217315-cov-10.239736,MGYA00579296,217.315,False,214
MGYP001626144185,ERZ1669249,MGYC000082174901,287600,288670,1,ERZ1669249.2-NODE-2-length-497812-cov-11.478720,MGYA00579293,497.812,False,501
MGYP001626153899,ERZ1669248,MGYC000082144337,47338,48123,-1,ERZ1669248.50-NODE-50-length-77800-cov-6.391421,MGYA00579296,77.8,False,84
MGYP001626153899,ERZ1669249,MGYC000082174942,170212,170997,-1,ERZ1669249.10-NODE-10-length-200674-cov-6.836930,MGYA00579293,200.674,False,210
MGYP001626159621,ERZ1669248,MGYC000082144379,16847,17923,1,ERZ1669248.92-NODE-92-length-54639-cov-6.806207,MGYA00579296,54.639,False,48
MGYP001626178968,ERZ1669249,MGYC000082175407,16250,17308,-1,ERZ1669249.141-NODE-141-length-41427-cov-68.215266,MGYA00579293,41.427,False,40
MGYP001626204566,ERZ1669249,MGYC000082175627,8734,9789,-1,ERZ1669249.199-NODE-199-length-33980-cov-5.759440,MGYA00579293,33.98,False,39
MGYP001626327972,ERZ1669249,MGYC000082175166,36685,37761,-1,ERZ1669249.73-NODE-73-length-63480-cov-7.042255,MGYA00579293,63.48,False,60
MGYP001626330305,ERZ1669250,MGYC000082175709,21800,22885,-1,ERZ1669250.162-NODE-162-length-35564-cov-7.062041,MGYA00579295,35.564,False,43
MGYP001627025497,ERZ1669369,MGYC000082579262,185054,185986,-1,ERZ1669369.1-NODE-1-length-366669-cov-233.243750,MGYA00581071,366.669,False,354
MGYP001627112497,ERZ1669371,MGYC000082612584,66818,67750,1,ERZ1669371.20-NODE-20-length-109985-cov-23.514937,MGYA00581069,109.985,False,98
MGYP001627116347,ERZ1669371,MGYC000082612616,88481,90052,1,ERZ1669371.29-NODE-29-length-96565-cov-9.755859,MGYA00581069,96.565,False,112
MGYP001627152973,ERZ1669371,MGYC000082613203,19548,20612,-1,ERZ1669371.224-NODE-224-length-27305-cov-45.882716,MGYA00581069,27.305,False,35
MGYP001627232581,ERZ1669375,MGYC000082620161,2761,3795,-1,ERZ1669375.341-NODE-341-length-31951-cov-15.406321,MGYA00581066,31.951,False,41
MGYP001627778738,ERZ1699655,MGYC000082884930,19539,20345,-1,ERZ1699655.185-NODE-185-length-52795-cov-19.987543,MGYA00581501,52.795,False,57
MGYP001627794273,ERZ1699648,MGYC000082874455,66161,66967,-1,ERZ1699648.20-NODE-20-length-465405-cov-250.981352,MGYA00581508,465.405,False,426
MGYP001627794273,ERZ1699649,MGYC000082873743,566429,567235,1,ERZ1699649.12-NODE-12-length-633395-cov-268.430701,MGYA00581505,633.395,False,575
MGYP001627794273,ERZ1699652,MGYC000082870517,398439,399245,1,ERZ1699652.11-NODE-11-length-465405-cov-89.545761,MGYA00581504,465.405,False,427
MGYP001627794273,ERZ1699654,MGYC000082872191,398439,399245,1,ERZ1699654.15-NODE-15-length-465405-cov-88.290818,MGYA00581503,465.405,False,427
MGYP001627794273,ERZ1699655,MGYC000082874633,66161,66967,-1,ERZ1699655.32-NODE-32-length-278446-cov-45.971842,MGYA00581501,278.446,False,258
MGYP001627794273,ERZ1699657,MGYC000083028196,545448,546254,1,ERZ1699657.13-NODE-13-length-612414-cov-247.695078,MGYA00581507,612.414,False,557
MGYP001627794273,ERZ1699658,MGYC000083033117,66161,66967,-1,ERZ1699658.38-NODE-38-length-211011-cov-78.643978,MGYA00581509,211.011,False,203
MGYP001627794273,ERZ1699659,MGYC000083026423,66161,66967,-1,ERZ1699659.8-NODE-8-length-465405-cov-132.533437,MGYA00581502,465.405,False,426
MGYP001627796950,ERZ1699648,MGYC000082874355,453685,455073,1,ERZ1699648.17-NODE-17-length-483210-cov-9.798533,MGYA00581508,483.21,False,502
MGYP001627797271,ERZ1699648,MGYC000082874355,478516,479370,1,ERZ1699648.17-NODE-17-length-483210-cov-9.798533,MGYA00581508,483.21,False,502
MGYP001627796950,ERZ1699651,MGYC000082877722,39903,41291,1,ERZ1699651.140-NODE-140-length-47175-cov-5.689728,MGYA00581511,47.175,False,62
MGYP001627796950,ERZ1699655,MGYC000082876950,110500,111888,1,ERZ1699655.72-NODE-72-length-140025-cov-22.055555,MGYA00581501,140.025,False,157
MGYP001627797271,ERZ1699655,MGYC000082876950,135331,136185,1,ERZ1699655.72-NODE-72-length-140025-cov-22.055555,MGYA00581501,140.025,False,157
MGYP001627796950,ERZ1699657,MGYC000083043420,28138,29526,-1,ERZ1699657.127-NODE-127-length-83694-cov-9.187460,MGYA00581507,83.694,False,110
MGYP001627797271,ERZ1699657,MGYC000083043420,3841,4695,-1,ERZ1699657.127-NODE-127-length-83694-cov-9.187460,MGYA00581507,83.694,False,110
MGYP001627802897,ERZ1699650,MGYC000082874552,27653,28693,1,ERZ1699650.90-NODE-90-length-50865-cov-23.789077,MGYA00581512,50.865,False,57
MGYP001627802897,ERZ1699653,MGYC000082873589,27122,28162,1,ERZ1699653.81-NODE-81-length-50334-cov-18.451819,MGYA00581510,50.334,False,56
MGYP001627852876,ERZ1699648,MGYC000082888692,61451,62257,1,ERZ1699648.97-NODE-97-length-137122-cov-62.524291,MGYA00581508,137.122,False,159
MGYP001627852876,ERZ1699649,MGYC000082880821,74866,75672,-1,ERZ1699649.77-NODE-77-length-137122-cov-78.130148,MGYA00581505,137.122,False,158
MGYP001627852876,ERZ1699652,MGYC000082891596,22220,23026,1,ERZ1699652.280-NODE-280-length-31115-cov-4.490180,MGYA00581504,31.115,False,39
MGYP001627852876,ERZ1699657,MGYC000083044633,19528,20334,-1,ERZ1699657.214-NODE-214-length-38812-cov-47.507315,MGYA00581507,38.812,False,46
MGYP001628334109,ERZ1669332,MGYC000083090989,31003,32433,1,ERZ1669332.20-NODE-20-length-43919-cov-9.356739,MGYA00579919,43.919,False,28
MGYP001628335372,ERZ1669331,MGYC000083090723,33768,34883,-1,ERZ1669331.14-NODE-14-length-46039-cov-41.803910,MGYA00579920,46.039,False,46
MGYP001628335372,ERZ1669366,MGYC000146168436,10702,11817,1,ERZ1669366.7-NODE-7-length-60734-cov-37.693733,MGYA00579886,60.734,False,66
MGYP001628336774,ERZ1669366,MGYC000146169058,19704,21257,-1,ERZ1669366.56-NODE-56-length-26221-cov-7.500650,MGYA00579886,26.221,False,35
MGYP001628343616,ERZ1669335,MGYC000083091512,1239,2306,1,ERZ1669335.40-NODE-40-length-27260-cov-11.118434,MGYA00579917,27.26,False,37
MGYP001628761853,ERZ1745263,MGYC000460922665,17707,18777,1,ERZ1745263.237-NODE-237-length-36370-cov-4.493019,MGYA00598850,36.37,False,52
MGYP001629141980,ERZ1673697,MGYC000083456838,90363,91412,-1,ERZ1673697.76-NODE-76-length-148104-cov-20.726584,MGYA00580227,148.104,False,171
MGYP001629165608,ERZ1690688,MGYC000148156192,17413,18669,-1,ERZ1690688.864-NODE-864-length-25548-cov-6.833641,MGYA00581033,25.548,False,30
MGYP001629192269,ERZ1673700,MGYC000083457418,49580,50485,-1,ERZ1673700.123-NODE-123-length-109074-cov-10.770159,MGYA00580230,109.074,False,120
MGYP001629196735,ERZ1673696,MGYC000083457215,23131,24723,-1,ERZ1673696.257-NODE-257-length-59967-cov-13.721875,MGYA00580226,59.967,False,86
MGYP001629248608,ERZ1673701,MGYC000083459982,27583,28668,-1,ERZ1673701.335-NODE-335-length-56674-cov-6.240944,MGYA00580231,56.674,False,89
MGYP001629265153,ERZ1673701,MGYC000083460536,29281,30744,1,ERZ1673701.379-NODE-379-length-52644-cov-13.461161,MGYA00580231,52.644,False,77
MGYP001629285060,ERZ1673698,MGYC000083460563,56591,58105,-1,ERZ1673698.219-NODE-219-length-98973-cov-22.077862,MGYA00580228,98.973,False,103
MGYP001629297446,ERZ1673701,MGYC000083461797,7499,8575,1,ERZ1673701.475-NODE-475-length-46143-cov-7.984226,MGYA00580231,46.143,False,57
MGYP001629321005,ERZ1673697,MGYC000083460675,30488,31609,-1,ERZ1673697.271-NODE-271-length-83508-cov-15.561238,MGYA00580227,83.508,False,105
